id,text,label
189,"سلام دوستان من  2روز پيش خريدمش
اندرويد 4.0.4 صفحه عالي طراحي عالي خوشدست اما صفحه ي بزرگ
 تو نمايشگاه بازار موبايل اصفهان کنار z مقايسش کردم صفحش يکم فرق داشت اما رنگاي يون بهتر بود
در ضمن همونوقت هم 4 گيگ نرم افزار ريختم روش همش اچ دي با چند تا فيلم فول اچ دي اصلا هنگ نميکنه
شک نکنيد عاليه",1
190,"سلام
بعد از چند ماه استفاده مي تونم بگم :
معايب : صداي گوشي در جاهاي کمي شلوغ مثل ماشين خيلي پائين
دکمه هاي پائينش با اينکه بعد چند وقت بهش عادت مي کنين دلچسب نيست
در طراحيش فضاي غير قابل استفاده زيادي ديده ميشه که همين موضوع باعث الکي بزرگ شدن گوشي شده
محاسن :
دوربينش در روز و جايي که نور کافي باشه عالي
تاچش خيلي خوب و خيلي خيلي کم هنگ داره
کيفيت فيلم و عکسش خيلي خوبه

و در کل گوشي معموليه",0
191,من اين گوشي و دو ماهه گرفتم رزولوشنش خيلي خوبه ولي اگر بخواد بکلايتش روشن باشه خيلي خوب ميشه ولي باطري به يک روز هم نميرسه درضمن واي فايش هم زياد قاطي ميکنه يه مشکل ديگه هم که داره اينه که شيشه اش ضد خش نيست در کل اگر اين مسائل براتون مهم نباشه گوشي خوبيه,0
192,اين گوشي ظاهر خوبي داره ولي متاسفانه دکمه برگشت به صفحه قبل ان مشکل داره و ظاهرا گوشي هنگ ميکنه و باعث ميشه سرعت عمل ان کم بشه.,-1
193,من هم سه ماهي هست خريدم راضي هستم.,1
194,ممنون ديجي کالا,0
195,"يک ماهه اين گوشي رو دارم
صفحه نمايشش از اس 3 سامسونگ بهتره با  قيمت پايين تر
هيچ ايرادي نمي تونم بهش بگيرم
تمام نيازهاي من رو برطرف کرده
يک دوربين با کيفيت - کامپيوتر - اسکنر - جي پي اس  و ..",1
196,"کلا بگم يک همه فن حريف
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",1
197,من اين گوشي رو گرفتم.,0
198,فوق العاده هستش.,1
199,واقعا نسبت به قيمتش ارزش داشت (البته اون موقع که من گرفتم ارزون تر بود).,1
200,منم بين Acro S و Ion مونده بودم.,0
201,ولي مطمئن شدم که ion بهتر از acro s هست.,1
202,من ديدم واسه acro s دوستان نظر داده بودن که acro s بهتره.,0
203,من اين حرفو قبول ندارم.,0
204,acro s رو همه روي ضد آب بودنش مانور ميدن که واقعا يه چيز تجملي هست،  اولا چون ضد آبه ولي ضد ضربه نيست،  پس وقتي يکي دوبار ضربه بخوره ديگه هيچ اطميناني به قابليت ضد آب بودنش بعد از ضربه نيست !,0
205,دوما ضد آب بودن به نظرم خيلي به درد بخور نيست.,-1
206,ضد آب بيشتر به درد کشور هاي اروپايي مي خوره که بارندگي زياد دارن و مردم بتونن گوشي رو موقع بارون هم استفاده کنن !,0
207,به نظرم مناسب ايران نيست و با اين ضخامت زيادش و صفحه ي کوچيکش صد در صد Xperia Ion که جايزه طراحي برده سال 2012 و خيلي خوشگل و با کيفيت هست و صفحه ي بزرگتري داره ارزش خريد بيشتري داره .,1
208,راستي باتري Ion هم علاوه بر صفحه بزرگ و بسيار با کيفيتش خيلي خوب جواب ميده و اگه استفاده معمولي داشته باشيد تا يه روز و نيم راحت جواب ميده .,1
209,"واسه استفاده زيادم راحت 20 تا 24 ساعت
من که خيلي از خريدم راضي هستم.",1
210,افت قيمت Acro s و افزايش قيمت Xperia Ion خودش گواه بر اينه که اين گوشي توي بازار هم استقبال بيشتري ازش شده نسبت به Acro s ..,1
211,رفع مشکل واي فاي ..,0
212,اين گوشي بعد استفاده زياد واي فاي بعضي از وقت ها خاموش نميشه !,0
213,"که با خاموش کردن و روشن کردن
گوشي اين مشکل حل ميشه براي چند روز !",0
214,البته جديدا آپديت 4.0.4 اين گوشي اومده که با آپديت کردن گوشي کاملا اين مشکل رفع ميشود .,1
215,بعضي ها ميگن با آپديت اين گوشي خراب ميشه يا مثلا دوربين از کار ميوفته و .,0
216,"که کاملا 
اشتباه ميکنند من حدود 3 هفته است که آپديت کردم هم مشکل واي فاي رفع شد هم منو و 
کيفيت ويجت ها و Wallpaper ها بالا تر رفت !",1
217,سلام دوستان من اين گوشيرو خريدم براي خودم و يه سولا براي مادرم.,0
218,سولا از اين بهتره صد در صد من دو برابر پول سولا رو دادم ولي ارزش نداشت.,0
219,سلام دوستان من اين گوشي رو 5 روز ميشه خريدم.,0
220,واقعا حرف نداره من که خيلي قبولش دارم از نظر طراحي زيباست جنس بدنش که فوق العاده محکم و شيک و خوش دست ساخته شده و صفحه نمايش بزرگ و زيباش با تراکم پيکسلي 337ppi فوق العادست و چشمارو خيره ميکنه و به هيچ وجه هنگ نميکنه اندرويد پيش فرضشم 4 هست .,1
221,دوربينشم که جايي براي حرف نذاشته,0
222,"سلام دوستان
من ۱ماه  هست دارمش
بازي اچدي اجرا نميکنه.",-1
223,بردمش خدمات موبايل،  ميگفت مشکل از آندرويد ۴.,0
224,۰۴,0
225,"سلام دوستان
من اين گوشي را 10 روزه خريدم
آندرويد 4 داره
واي فاي هم بعد از 10 روز استفاده از کار افتاد و با سيم کارت کار نميکنه ( آپديت هم نکرده بودم )
باتريش ضعيفه هرچند هر گوشي ديگه اي در اين رده با اين صفحه نمايش بزرگ و سي پي يو زياد باتريش بيشتر از 1 روز جواب نميده و انتظار بيشتر از 1 روز را از اين قبيل گوشي ها نداشته باشيد.",-1
226,"اگه زياد با گوشي کار کنيد حرارت گوشي ميره بالا به صورتي که واقعا اذيت ميکنه
دوربينش خوبه اما نه به اندازه 12
12 را به صورت 4:3 ميگيره
16:9 را 9 مگا پيکسل ميگيره
و موقع زوم افت کيفيت زيادي داره
ولي در کل دوربينش قابل قبوله
از لحاظ سرعت واقعا کم نمياره و واقعا سريعه
فارسي را کاملا ساپورت ميکنه
 مشکلي که من باهاش دارم اندازه بزرگ اونه
و اينکه گوشي با اين قيمت و امکانات بدون اينترنت به دردم نميخوره
",-1
227,گوشي بسيار مناسب و قدرتمنديه.,1
228,من حدود يک ماهه که خريدم و فوق العاده ازش راضي هستم.,1
229,از ديجي کالا هم کمال تشکر رو دارم بابت محيط مناسبي که براي هموطناي عزيز فراهم کردن.,0
230,من حدودا يه ماهه خريدمش همه چيش عاليه تو ديجي کالا نوشته 2.3 ولي اندرويد 4.0.4 پيش فرض روش بود واي فايش مشکل داره يا خاموش نميشه يا اگر روشنه واي فاي رو سرچ نميکنه ولي همچيش واقعا عاليه ,1
